class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,0.4364498257637024,0.2501550316810608,-0.7860553860664368,0.9997615218162537,0.4556500017642975,0.21139025688171387,-0.7531488537788391,0.9996622800827026,0.46664994955062866,0.20981431007385254,-0.7530770301818848,0.999565064907074,0.4772401452064514,0.20848184823989868,-0.7536423206329346,0.9995244741439819,0.4115658402442932,0.21368993818759918,-0.7455428838729858,0.9996089339256287,0.4004989564418793,0.21378827095031738,-0.7454751133918762,0.9994582533836365,0.3921140432357788,0.2140204906463623,-0.7455660104751587,0.9994398951530457,0.500124990940094,0.21712738275527954,-0.5207653641700745,0.999639630317688,0.38030529022216797,0.23063530027866364,-0.48241323232650757,0.9997692704200745,0.4644929766654968,0.28616973757743835,-0.6958682537078857,0.9999542236328125,0.4151720106601715,0.2930395007133484,-0.6846926808357239,0.9999500513076782,0.5971869230270386,0.38944941759109497,-0.36919406056404114,0.9995259046554565,0.3327873945236206,0.41010406613349915,-0.32289060950279236,0.999116837978363,0.7503994107246399,0.5654430389404297,-0.7682185173034668,0.9951953291893005,0.1843140423297882,0.6001192927360535,-0.7169102430343628,0.9979839324951172,0.7264751195907593,0.3365440368652344,-1.2292433977127075,0.9956989288330078,0.156948983669281,0.39460691809654236,-1.2060762643814087,0.9983252882957458,0.7401196956634521,0.2587423324584961,-1.3041859865188599,0.9827050566673279,0.15281528234481812,0.326435387134552,-1.2685261964797974,0.9916022419929504,0.7109671831130981,0.2384524941444397,-1.2274935245513916,0.9799907207489014,0.17560407519340515,0.2944835424423218,-1.2100811004638672,0.9888050556182861,0.6911797523498535,0.2717662453651428,-1.2066534757614136,0.9745438098907471,0.18443620204925537,0.31648778915405273,-1.1907057762145996,0.9849522709846497,0.5656246542930603,0.8510499596595764,-0.004721009638160467,0.9958381652832031,0.3944520950317383,0.8513219356536865,0.005250559188425541,0.9937446713447571,0.5945596694946289,1.1449443101882935,-0.7663672566413879,0.7412893772125244,0.29758527874946594,1.1019995212554932,-0.5844802260398865,0.7200301885604858,0.5002346038818359,1.359559416770935,-0.11778785288333893,0.026692410930991173,0.33687448501586914,1.3045469522476196,0.1029265969991684,0.00948201771825552,0.4796791970729828,1.3862345218658447,-0.05280153825879097,0.0903317779302597,0.35668858885765076,1.3348380327224731,0.17266453802585602,0.02115856111049652,0.5031706690788269,1.4899345636367798,-0.1897406280040741,0.015446392819285393,0.31804347038269043,1.4380738735198975,0.05314068868756294,0.007797937840223312
down,0.43687373399734497,0.2501477599143982,-0.5463014841079712,0.9997797012329102,0.45653170347213745,0.21074889600276947,-0.514127790927887,0.9996873140335083,0.46832767128944397,0.20882153511047363,-0.5141516923904419,0.9995995163917542,0.4781673550605774,0.20719219744205475,-0.5146825909614563,0.9995619654655457,0.4123835563659668,0.2135877013206482,-0.5010708570480347,0.9996364116668701,0.40117257833480835,0.21373723447322845,-0.5010474324226379,0.9994994401931763,0.3924788534641266,0.21401359140872955,-0.5011597275733948,0.9994829893112183,0.5001816153526306,0.21630534529685974,-0.29409781098365784,0.9996700286865234,0.3814542591571808,0.2306838482618332,-0.235063835978508,0.9997851848602295,0.46497654914855957,0.28592604398727417,-0.46094846725463867,0.9999570250511169,0.41588497161865234,0.2923585772514343,-0.4441315531730652,0.9999530911445618,0.597615659236908,0.39001405239105225,-0.169732004404068,0.9995625615119934,0.3321459889411926,0.41350728273391724,-0.09404993057250977,0.9991679191589355,0.7503710985183716,0.5649189352989197,-0.4818051755428314,0.9954519867897034,0.18269142508506775,0.6042908430099487,-0.44248881936073303,0.9979223012924194,0.7275500893592834,0.3347538709640503,-0.8194661140441895,0.995837390422821,0.15724380314350128,0.396369606256485,-0.9136896133422852,0.9983423352241516,0.7401084303855896,0.2548268437385559,-0.8812271952629089,0.9829924702644348,0.15292081236839294,0.3270988464355469,-0.9836492538452148,0.9916287064552307,0.7102757692337036,0.23862427473068237,-0.8106681704521179,0.9804868698120117,0.1757412850856781,0.29803937673568726,-0.9261071085929871,0.9889369010925293,0.691289484500885,0.27196863293647766,-0.7973236441612244,0.9753735661506653,0.18484167754650116,0.3199647068977356,-0.9018503427505493,0.9852521419525146,0.5658707618713379,0.8623524308204651,-0.004054988734424114,0.9948901534080505,0.39079731702804565,0.8624241352081299,0.004750019870698452,0.9920359253883362,0.5887143015861511,1.1559407711029053,-0.8039426803588867,0.7489379644393921,0.3312048614025116,1.118923544883728,-0.6758042573928833,0.7290948033332825,0.5199485421180725,1.4458541870117188,-0.17235741019248962,0.030534517019987106,0.34444865584373474,1.4456803798675537,-0.1525084525346756,0.01874951831996441,0.506496250629425,1.481500506401062,-0.11335251480340958,0.09484291821718216,0.35766929388046265,1.4878475666046143,-0.10407285392284393,0.0264342799782753,0.5194572806358337,1.5945794582366943,-0.32725387811660767,0.017650561407208443,0.34446901082992554,1.6014065742492676,-0.361116498708725,0.011358269490301609
down,0.43639451265335083,0.24995721876621246,-0.515295147895813,0.9997952580451965,0.4554555416107178,0.2102270871400833,-0.48476824164390564,0.9997093081474304,0.4679916799068451,0.20814992487430573,-0.48481521010398865,0.9996300339698792,0.47785845398902893,0.2063998132944107,-0.4853588044643402,0.9995952844619751,0.41201406717300415,0.2133026123046875,-0.47233495116233826,0.9996607303619385,0.4007164537906647,0.21356850862503052,-0.4722472131252289,0.999535858631134,0.3919941782951355,0.2139623463153839,-0.4723699688911438,0.9995211362838745,0.4984656274318695,0.21549376845359802,-0.26497870683670044,0.9996965527534485,0.3807164430618286,0.2307719737291336,-0.20969562232494354,0.9997993111610413,0.4646485447883606,0.2854671776294708,-0.42886680364608765,0.9999591112136841,0.4157499670982361,0.2918199896812439,-0.41316166520118713,0.9999554753303528,0.5966489315032959,0.38909831643104553,-0.1359022557735443,0.999594509601593,0.32923275232315063,0.413533091545105,-0.0679413229227066,0.999205470085144,0.7490881085395813,0.5640288591384888,-0.4359802305698395,0.9956364631652832,0.18131393194198608,0.6047117710113525,-0.4084993004798889,0.9977633953094482,0.7275373935699463,0.33430787920951843,-0.7591584920883179,0.9958438277244568,0.15727068483829498,0.39859282970428467,-0.8699285387992859,0.9981969594955444,0.7380150556564331,0.2548816502094269,-0.8178245425224304,0.9828356504440308,0.15348026156425476,0.32834047079086304,-0.9401835203170776,0.9909477233886719,0.7051836848258972,0.2401290237903595,-0.7480602264404297,0.9805129766464233,0.17573721706867218,0.30191686749458313,-0.8820586204528809,0.9882161021232605,0.6897883415222168,0.2721767723560333,-0.7370482683181763,0.9755232334136963,0.18485645949840546,0.3247428834438324,-0.8576650619506836,0.9844756126403809,0.5657446384429932,0.8642269968986511,-0.0029498424846678972,0.9937314987182617,0.38691267371177673,0.8665497303009033,0.0038172933273017406,0.9900074601173401,0.5866175293922424,1.1575977802276611,-0.7961838245391846,0.7576051950454712,0.32612383365631104,1.0752099752426147,-0.7180477380752563,0.7399535775184631,0.5211219787597656,1.4634124040603638,-0.1719532310962677,0.03621618449687958,0.3429105579853058,1.447715401649475,-0.19269141554832458,0.03111584670841694,0.5063454508781433,1.4984238147735596,-0.11472753435373306,0.10110622644424438,0.3519268035888672,1.4889448881149292,-0.1433633416891098,0.03445105254650116,0.5211207270622253,1.617258906364441,-0.3299029469490051,0.020468587055802345,0.3416602611541748,1.606723666191101,-0.3988577723503113,0.015820125117897987
down,0.43489497900009155,0.2501397430896759,-0.47227340936660767,0.9997962713241577,0.4533773958683014,0.21022295951843262,-0.439946711063385,0.9997146129608154,0.4664875864982605,0.20813815295696259,-0.4399999976158142,0.9996395111083984,0.4767417907714844,0.2063961774110794,-0.44059911370277405,0.9996072053909302,0.41100507974624634,0.21320675313472748,-0.4286150336265564,0.9996649622917175,0.3996310532093048,0.21343401074409485,-0.428449809551239,0.9995447397232056,0.39057156443595886,0.21383219957351685,-0.42852917313575745,0.9995349645614624,0.49570465087890625,0.2154957503080368,-0.21320755779743195,0.9997058510780334,0.37929028272628784,0.23068882524967194,-0.16327282786369324,0.9997995495796204,0.46281275153160095,0.2857738137245178,-0.38327357172966003,0.9999576807022095,0.41496825218200684,0.2918664515018463,-0.3690086007118225,0.9999547600746155,0.594852864742279,0.38892897963523865,-0.08392871916294098,0.999615490436554,0.32494503259658813,0.4136013090610504,-0.03277357295155525,0.9992285966873169,0.7482830286026001,0.5638748407363892,-0.4059293270111084,0.9955669641494751,0.17677761614322662,0.6045863032341003,-0.404052197933197,0.9974037408828735,0.7276347875595093,0.33290526270866394,-0.7514656782150269,0.9956006407737732,0.15741074085235596,0.3986305296421051,-0.8983211517333984,0.9980044960975647,0.7373450994491577,0.25479772686958313,-0.8172764778137207,0.9819945693016052,0.15373428165912628,0.33008089661598206,-0.9781247973442078,0.9903197288513184,0.7033883929252625,0.24017372727394104,-0.7504842877388,0.9797622561454773,0.17577460408210754,0.3032350242137909,-0.9210411906242371,0.9874995350837708,0.6897978186607361,0.2718960642814636,-0.7317632436752319,0.9747092723846436,0.18491396307945251,0.32631829380989075,-0.8866793513298035,0.9835757613182068,0.5654868483543396,0.8694006204605103,-0.0008731394191272557,0.9923596978187561,0.3828660249710083,0.8704847693443298,0.0018481925362721086,0.9883679747581482,0.593227207660675,1.1333452463150024,-0.8274081945419312,0.759704053401947,0.3231391906738281,1.0693352222442627,-0.8244292140007019,0.7435255646705627,0.5244015455245972,1.4381451606750488,-0.21701154112815857,0.0390779972076416,0.3428979218006134,1.428507685661316,-0.2933003008365631,0.03742850944399834,0.5069329738616943,1.4700220823287964,-0.15662507712841034,0.10573543608188629,0.352689266204834,1.4667274951934814,-0.24047350883483887,0.04073985293507576,0.5274319052696228,1.585564136505127,-0.34277379512786865,0.02222098782658577,0.3429930806159973,1.5993305444717407,-0.4703914225101471,0.018048539757728577
down,0.4327646791934967,0.2501377761363983,-0.4805181920528412,0.9997994899749756,0.45158952474594116,0.20998515188694,-0.4443560242652893,0.9997204542160034,0.46503710746765137,0.2078549861907959,-0.44439220428466797,0.9996482133865356,0.4756031036376953,0.20620064437389374,-0.4449547231197357,0.9996185898780823,0.4094362258911133,0.2125871628522873,-0.4332941174507141,0.9996716380119324,0.39800533652305603,0.2126251608133316,-0.43316832184791565,0.9995565414428711,0.38872990012168884,0.21289654076099396,-0.4332459568977356,0.9995511174201965,0.4935247004032135,0.2154623568058014,-0.20721836388111115,0.9997128248214722,0.37810033559799194,0.2302166074514389,-0.15981578826904297,0.999799370765686,0.4604710042476654,0.28578346967697144,-0.3889394700527191,0.9999566078186035,0.41348156332969666,0.2917526364326477,-0.3754117488861084,0.9999541640281677,0.5941068530082703,0.389024555683136,-0.0851568877696991,0.9996323585510254,0.32289761304855347,0.414186030626297,-0.0263227429240942,0.999253511428833,0.7478369474411011,0.5634108781814575,-0.43012672662734985,0.9955165386199951,0.17517085373401642,0.6045326590538025,-0.42149409651756287,0.9969854354858398,0.7279703617095947,0.33154627680778503,-0.7984749674797058,0.9953880310058594,0.15861792862415314,0.3986923098564148,-0.9492475390434265,0.9977909922599792,0.7370447516441345,0.25470155477523804,-0.8690980076789856,0.9812465906143188,0.15476307272911072,0.33125433325767517,-1.034712791442871,0.9897264242172241,0.7025762796401978,0.24027028679847717,-0.8013808131217957,0.9790676832199097,0.17621085047721863,0.3044886291027069,-0.9778297543525696,0.9868199825286865,0.6900221109390259,0.2716120481491089,-0.7788645029067993,0.9739980101585388,0.18566370010375977,0.32859542965888977,-0.9384948015213013,0.9827138185501099,0.5655518770217896,0.8743612170219421,-0.000901999301277101,0.9915812611579895,0.3827449381351471,0.8758885860443115,0.0018691750010475516,0.9876626133918762,0.595369815826416,1.124103307723999,-0.8612595796585083,0.7560230493545532,0.32146140933036804,1.058461308479309,-0.8529664278030396,0.7444891333580017,0.5296682715415955,1.4268559217453003,-0.22497543692588806,0.04094257950782776,0.3416942059993744,1.4259573221206665,-0.30909308791160583,0.044012755155563354,0.5117555856704712,1.4577642679214478,-0.16123023629188538,0.10905960202217102,0.3526831567287445,1.4641306400299072,-0.2555038332939148,0.04697392135858536,0.5360199809074402,1.5708179473876953,-0.34541037678718567,0.02394559606909752,0.34089428186416626,1.6044420003890991,-0.4909336566925049,0.020641455426812172
down,0.4312668442726135,0.2499963790178299,-0.5334049463272095,0.9998040795326233,0.45082274079322815,0.20975184440612793,-0.4980301260948181,0.9997273683547974,0.4645935893058777,0.2076282799243927,-0.498060405254364,0.9996605515480042,0.47525420784950256,0.20608587563037872,-0.4986538887023926,0.9996320605278015,0.4085373878479004,0.2118862420320511,-0.48719897866249084,0.9996786117553711,0.3970886170864105,0.2117042988538742,-0.4870484471321106,0.9995697140693665,0.38793298602104187,0.21194717288017273,-0.4871397018432617,0.9995660185813904,0.49308642745018005,0.21548029780387878,-0.2634875178337097,0.9997235536575317,0.377608060836792,0.23001126945018768,-0.21675574779510498,0.9998020529747009,0.45902615785598755,0.28569915890693665,-0.4425848126411438,0.9999560713768005,0.41241350769996643,0.2912456691265106,-0.4292331337928772,0.9999537467956543,0.593657374382019,0.38906365633010864,-0.13424701988697052,0.9996454119682312,0.32124558091163635,0.4155060648918152,-0.08035631477832794,0.9992761015892029,0.7475923299789429,0.5622956156730652,-0.4668242931365967,0.9954103231430054,0.17353945970535278,0.6044904589653015,-0.464144229888916,0.9966762661933899,0.7281379699707031,0.3314959406852722,-0.8171278238296509,0.9948819279670715,0.15874165296554565,0.398676335811615,-0.9641587138175964,0.9975091218948364,0.7370437383651733,0.2549517750740051,-0.8842102885246277,0.979385495185852,0.154985249042511,0.3309623599052429,-1.0483657121658325,0.9886495471000671,0.7026723027229309,0.24068808555603027,-0.8150385022163391,0.9772599935531616,0.17631179094314575,0.30457526445388794,-0.9869991540908813,0.9855616092681885,0.6904545426368713,0.2716517150402069,-0.7972998023033142,0.9721024036407471,0.18592733144760132,0.3301731050014496,-0.9520817995071411,0.9812121987342834,0.5654467344284058,0.8733986020088196,0.00077009666711092,0.9900440573692322,0.38041266798973083,0.8760163187980652,0.0002653267583809793,0.9859277606010437,0.5929171442985535,1.1255227327346802,-0.8380540609359741,0.7566211223602295,0.3217058777809143,1.065827488899231,-0.8170462846755981,0.7478539943695068,0.5396225452423096,1.4333394765853882,-0.2209480106830597,0.043822549283504486,0.33730262517929077,1.440813422203064,-0.24255073070526123,0.050690311938524246,0.5240781903266907,1.469057321548462,-0.1562027782201767,0.1122509092092514,0.3483613133430481,1.4803208112716675,-0.18759779632091522,0.051480382680892944,0.5524566769599915,1.5801527500152588,-0.3152584135532379,0.025283148512244225,0.33831000328063965,1.6135047674179077,-0.4327022433280945,0.022529102861881256
down,0.42940211296081543,0.24993278086185455,-0.5675905346870422,0.9998138546943665,0.4485669732093811,0.209651917219162,-0.5344926118850708,0.99974125623703,0.4627147614955902,0.20733681321144104,-0.5345220565795898,0.999681830406189,0.47397667169570923,0.20555366575717926,-0.5351104736328125,0.9996539950370789,0.40685829520225525,0.21188431978225708,-0.5234520435333252,0.999693751335144,0.395494282245636,0.21169573068618774,-0.5233304500579834,0.9995942115783691,0.38630998134613037,0.21192733943462372,-0.523439347743988,0.9995895624160767,0.4914776384830475,0.2149953693151474,-0.3028896450996399,0.999742329120636,0.3765715956687927,0.22983238101005554,-0.2532883584499359,0.9998112320899963,0.4572669565677643,0.28525131940841675,-0.47684741020202637,0.9999570250511169,0.4112381339073181,0.2910088002681732,-0.4624701142311096,0.9999545812606812,0.593011736869812,0.38898709416389465,-0.16775986552238464,0.9996622800827026,0.3209460377693176,0.41548392176628113,-0.11010348796844482,0.9992904663085938,0.7467377781867981,0.5613843202590942,-0.5005791187286377,0.9954540133476257,0.17379438877105713,0.6043819785118103,-0.488330215215683,0.996401309967041,0.7283164262771606,0.3315156102180481,-0.8513978719711304,0.994705855846405,0.1587289720773697,0.39913228154182434,-0.9908216595649719,0.9973439574241638,0.7375703454017639,0.2553183138370514,-0.9150974154472351,0.9786035418510437,0.154986172914505,0.33147236704826355,-1.0696942806243896,0.9879979491233826,0.7027637958526611,0.24076400697231293,-0.8438641428947449,0.9766523241996765,0.17616496980190277,0.3051554262638092,-1.0108088254928589,0.9848995208740234,0.6907099485397339,0.27160051465034485,-0.830046534538269,0.9714878797531128,0.1856515258550644,0.3314903676509857,-0.978982150554657,0.9804419875144958,0.5651161074638367,0.8726319670677185,0.0006146873347461224,0.9884992837905884,0.3774223029613495,0.8755172491073608,0.0004670783819165081,0.9839423894882202,0.5890374779701233,1.1451040506362915,-0.816930890083313,0.767500638961792,0.3226671814918518,1.1079082489013672,-0.7724868655204773,0.7599689364433289,0.5399926900863647,1.456779956817627,-0.17763225734233856,0.0500529408454895,0.33119475841522217,1.46332848072052,-0.2051641047000885,0.061463069170713425,0.5265856385231018,1.4927257299423218,-0.11801674216985703,0.11674937605857849,0.3399032652378082,1.5044217109680176,-0.15227027237415314,0.05721530690789223,0.5465155839920044,1.6087685823440552,-0.3053750693798065,0.0275800209492445,0.33543410897254944,1.624417781829834,-0.4092435836791992,0.025647876784205437
down,0.42824870347976685,0.24880142509937286,-0.5645098686218262,0.9998259544372559,0.4472171664237976,0.20888648927211761,-0.533239483833313,0.9997584819793701,0.4613880515098572,0.2063264101743698,-0.533322811126709,0.9997054934501648,0.47302255034446716,0.20435269176959991,-0.5339297652244568,0.9996790289878845,0.40612801909446716,0.2113337367773056,-0.5194647312164307,0.9997138977050781,0.3947965204715729,0.21106988191604614,-0.5193380117416382,0.9996232986450195,0.38561829924583435,0.21132470667362213,-0.5194492936134338,0.9996183514595032,0.48949068784713745,0.213946133852005,-0.30514025688171387,0.9997625946998596,0.3759283423423767,0.22921666502952576,-0.24281397461891174,0.9998248219490051,0.45587825775146484,0.2841116487979889,-0.4745219647884369,0.9999592900276184,0.4102185368537903,0.28928142786026,-0.45664137601852417,0.9999569058418274,0.591882586479187,0.3879678547382355,-0.1691264808177948,0.9996864795684814,0.32071125507354736,0.41519272327423096,-0.10290906578302383,0.9993354678153992,0.7460500001907349,0.5604888796806335,-0.48694005608558655,0.9955602884292603,0.1745852530002594,0.6039585471153259,-0.4753907322883606,0.9963515400886536,0.7283027172088623,0.33120816946029663,-0.8409993052482605,0.9946547746658325,0.15869562327861786,0.399932861328125,-0.9917420148849487,0.9973483681678772,0.7382763624191284,0.2553386390209198,-0.9093510508537292,0.9783503413200378,0.15447263419628143,0.3319132626056671,-1.0740118026733398,0.9879895448684692,0.7028180956840515,0.2407507449388504,-0.8426567316055298,0.9765636920928955,0.17509983479976654,0.30544430017471313,-1.0185387134552002,0.9849821925163269,0.6907166242599487,0.27097922563552856,-0.8218895792961121,0.97134929895401,0.18454189598560333,0.3319254517555237,-0.9823630452156067,0.9805788993835449,0.5652055144309998,0.8721326589584351,-0.0011135208187624812,0.987963080406189,0.3776881992816925,0.8748927712440491,0.0022102228831499815,0.9832724332809448,0.5880330801010132,1.1536712646484375,-0.8158339262008667,0.7751003503799438,0.328767865896225,1.1166436672210693,-0.7771065831184387,0.7687440514564514,0.5396455526351929,1.4761344194412231,-0.20514972507953644,0.05548088997602463,0.34934085607528687,1.4607454538345337,-0.2272901087999344,0.06561420112848282,0.5266073942184448,1.5150319337844849,-0.15101337432861328,0.11961203813552856,0.3605501055717468,1.4991945028305054,-0.17543236911296844,0.059978824108839035,0.5445657968521118,1.6203948259353638,-0.377768337726593,0.02961975708603859,0.35351598262786865,1.618801236152649,-0.42799171805381775,0.027009161189198494
down,0.4277588427066803,0.24840620160102844,-0.5177093744277954,0.9998395442962646,0.44650453329086304,0.20849290490150452,-0.486363023519516,0.9997771978378296,0.46051421761512756,0.20572222769260406,-0.4864540994167328,0.9997299909591675,0.4722696840763092,0.2035713791847229,-0.48703137040138245,0.9997052550315857,0.4057456851005554,0.21130643784999847,-0.4719112515449524,0.9997360706329346,0.3944123089313507,0.211053267121315,-0.4717560410499573,0.9996539950370789,0.38527005910873413,0.21132054924964905,-0.47187191247940063,0.9996489882469177,0.4881494641304016,0.21311844885349274,-0.2631376087665558,0.9997832775115967,0.3751392960548401,0.2290920615196228,-0.1975635290145874,0.9998393058776855,0.4551627039909363,0.28360483050346375,-0.4300476014614105,0.9999620914459229,0.40965336561203003,0.28878265619277954,-0.4113866686820984,0.9999598860740662,0.5909319519996643,0.3872379958629608,-0.1353577822446823,0.9997098445892334,0.32070469856262207,0.41477271914482117,-0.06343350559473038,0.9993799328804016,0.7455582618713379,0.5593946576118469,-0.434143602848053,0.9957166910171509,0.17473408579826355,0.6036351919174194,-0.42348712682724,0.9963458776473999,0.7282451391220093,0.330518513917923,-0.7660943269729614,0.9946534633636475,0.1586366444826126,0.40003812313079834,-0.9200490713119507,0.9973250031471252,0.7393383979797363,0.25528815388679504,-0.8309820890426636,0.978179931640625,0.1540801227092743,0.3320513963699341,-1.001676321029663,0.987780749797821,0.7033499479293823,0.24055862426757812,-0.763290524482727,0.9765477180480957,0.17427803575992584,0.30557048320770264,-0.9454086422920227,0.9848242402076721,0.6907963156700134,0.2704809010028839,-0.7466145157814026,0.9713641405105591,0.18364785611629486,0.332164466381073,-0.9109349250793457,0.9804856777191162,0.5652049779891968,0.8717857599258423,-0.00340459868311882,0.9867226481437683,0.3776739239692688,0.8744261860847473,0.004578915424644947,0.981754720211029,0.5834712982177734,1.1613129377365112,-0.8137499094009399,0.7846158146858215,0.32935717701911926,1.1193664073944092,-0.7653242349624634,0.7802790999412537,0.5388286709785461,1.4804770946502686,-0.22438640892505646,0.06068062037229538,0.3522476553916931,1.466498851776123,-0.2538467049598694,0.07264812290668488,0.5272451639175415,1.5192912817001343,-0.17292961478233337,0.12161660939455032,0.3639757037162781,1.5060421228408813,-0.20739249885082245,0.06408673524856567,0.5425570011138916,1.6227402687072754,-0.41300147771835327,0.03142485022544861,0.35637497901916504,1.6228716373443604,-0.47315412759780884,0.02898094803094864
down,0.4268936216831207,0.24723118543624878,-0.4895639419555664,0.9998523592948914,0.44561830163002014,0.20769701898097992,-0.45702314376831055,0.9997947812080383,0.45959311723709106,0.2048807293176651,-0.45710596442222595,0.9997526407241821,0.47155141830444336,0.2027248740196228,-0.45766550302505493,0.9997296333312988,0.40524452924728394,0.2107941210269928,-0.4419153332710266,0.9997571110725403,0.39394426345825195,0.21053409576416016,-0.4417380392551422,0.9996827840805054,0.38488245010375977,0.2108650803565979,-0.4418516159057617,0.9996780753135681,0.48741355538368225,0.2124006599187851,-0.2373448610305786,0.9998021721839905,0.3745611906051636,0.22861793637275696,-0.168545663356781,0.9998526573181152,0.4542757570743561,0.2822621464729309,-0.40433603525161743,0.999964714050293,0.4088436961174011,0.28720107674598694,-0.38478970527648926,0.9999626874923706,0.5904380679130554,0.3868922293186188,-0.11881554126739502,0.9997300505638123,0.32048171758651733,0.4145297706127167,-0.03863712400197983,0.9994205832481384,0.7448322772979736,0.558374285697937,-0.407259464263916,0.9958820343017578,0.17481520771980286,0.6034111380577087,-0.3961770236492157,0.9963629841804504,0.7280376553535461,0.3295906186103821,-0.7211060523986816,0.99467933177948,0.15889616310596466,0.3999520540237427,-0.8902661204338074,0.9973317384719849,0.7393391132354736,0.25425463914871216,-0.7850214242935181,0.9780405759811401,0.15423372387886047,0.33087021112442017,-0.9736336469650269,0.987703800201416,0.703156590461731,0.23997542262077332,-0.7166908979415894,0.9765296578407288,0.17440606653690338,0.3055424690246582,-0.916586697101593,0.9848049879074097,0.6903771162033081,0.2700812518596649,-0.7010915279388428,0.9714135527610779,0.18377584218978882,0.3322643041610718,-0.8811478614807129,0.9805729985237122,0.5647773742675781,0.871764600276947,-0.005235148593783379,0.9855394959449768,0.3768334984779358,0.8742630481719971,0.006451781839132309,0.9804551005363464,0.5829411745071411,1.1647436618804932,-0.7901437878608704,0.7929821610450745,0.32830020785331726,1.124427318572998,-0.7579166293144226,0.791442334651947,0.5422144532203674,1.4819177389144897,-0.21212907135486603,0.06535126268863678,0.35119742155075073,1.4718852043151855,-0.2509184181690216,0.07949574291706085,0.5319077372550964,1.521259069442749,-0.15981857478618622,0.12292896956205368,0.3633219599723816,1.5121474266052246,-0.2056460827589035,0.06787633895874023,0.542769730091095,1.6231703758239746,-0.3957791328430176,0.03290228545665741,0.35417336225509644,1.6261157989501953,-0.4693266451358795,0.03079158253967762
